'FECHA';'COMERCIO/CAJERO';'IMPORTE';'MONEDA';'CONCEPTO';'ESTADO';'SEQ';'Clave_Concepto';'Categoria';'Subcategoria';'Fijos_Variables'
02/11/2020;'SANITAS';-47,90 €;'EUROS';'BBVA';'PAGADO';1;'SANITAS';'Gastos_Salud, saber y deporte';'Medico';'VARIABLES'
17/11/2020;'COMUNIDAD MES EN CURSO';-20,00 €;'EUROS';'BBVA';'PAGADO';1;'COMUNIDAD';'Gastos_Vivienda y vehiculo';'Comunidad';'FIJO'
02/12/2020;'SANITAS';-47,90 €;'EUROS';'BBVA';'PAGADO';1;'SANITAS';'Gastos_Salud, saber y deporte';'Medico';'VARIABLES'
17/12/2020;'COMUNIDAD MES EN CURSO';-20,00 €;'EUROS';'BBVA';'PAGADO';1;'COMUNIDAD';'Gastos_Vivienda y vehiculo';'Comunidad';'FIJO'
17/01/2021;'COMUNIDAD MES EN CURSO';-20,00 €;'EUROS';'BBVA';'PAGADO';1;'COMUNIDAD';'Gastos_Vivienda y vehiculo';'Comunidad';'FIJO'
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
