'F. contable';'F. valor';'Concepto';'Importe';'Saldo';'Seq';'Import num';'Saldo anterior';'Tiene fecha';'Fecha Valor Concepto';'Clave_Concepto';'Categoria';'Subcategoria';'Fijo_Variable'
10/06/2011;10/06/2011;'AUTOPISTA TERR';-3,15 €;7.944,27 €;1391;-3,15;12.468,36 €;'sin fechas';10/06/2011;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
10/06/2011;10/06/2011;'CAFET.C T PRAT';-4,05 €;7.940,22 €;1392;-4,05;12.464,31 €;'sin fechas';10/06/2011;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
10/06/2011;10/06/2011;'CAPRABO';-44,29 €;7.895,93 €;1393;-44,29;12.420,02 €;'sin fechas';10/06/2011;'CAPRABO';'Gastos_Compras';'Supermercado';'VARIABLES'
10/06/2011;10/06/2011;'ES STA. MARGARITA';-30,56 €;7.865,37 €;1394;-30,56;12.389,46 €;'sin fechas';10/06/2011;'STA';'Gastos_Ocio y transporte';'Gasolina';'VARIABLES'
10/06/2011;10/06/2011;'VIENA';-10,30 €;7.855,07 €;1395;-10,30;12.379,16 €;'sin fechas';10/06/2011;'VIENA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
13/06/2011;13/06/2011;'AUTOPISTA TERR';-3,15 €;7.851,92 €;1396;-3,15;12.376,01 €;'sin fechas';13/06/2011;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
13/06/2011;13/06/2011;'GAS NATURAL';-116,82 €;7.735,10 €;1397;-116,82;12.259,19 €;'sin fechas';13/06/2011;'GAS';'Gastos_Servicios tipicos';'Gas';'FIJO'
13/06/2011;13/06/2011;'VILAR RURAL';-399,75 €;7.335,35 €;1398;-399,75;11.859,44 €;'sin fechas';13/06/2011;'VILAR';'Gastos_Ocio y transporte';'Vacaciones';'VARIABLES'
14/06/2011;14/06/2011;'AUTOPISTA TERR';-0,70 €;7.334,65 €;1399;-0,70;11.858,74 €;'sin fechas';14/06/2011;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
14/06/2011;14/06/2011;'AUTOPISTA TERR';-1,23 €;7.333,42 €;1400;-1,23;11.857,51 €;'sin fechas';14/06/2011;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
14/06/2011;14/06/2011;'CAFET.C T PRAT';-1,40 €;7.332,02 €;1401;-1,40;11.856,11 €;'sin fechas';14/06/2011;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
14/06/2011;14/06/2011;'CAPRABO';-3,00 €;7.329,02 €;1402;-3,00;11.853,11 €;'sin fechas';14/06/2011;'CAPRABO';'Gastos_Compras';'Supermercado';'VARIABLES'
14/06/2011;14/06/2011;'DOROTHY PEREINS EVAN\\MATARO';-78,00 €;7.251,02 €;1403;-78,00;11.775,11 €;'sin fechas';14/06/2011;'DOROTHY';'Gastos_Compras';'Ropa';'VARIABLES'
14/06/2011;14/06/2011;'FRANKFURT PIZZERIA K\\MATARO';-13,30 €;7.237,72 €;1404;-13,30;11.761,81 €;'sin fechas';14/06/2011;'FRANKFURT';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
15/06/2011;15/06/2011;'A.E.A.T. DEVOLUCIONES TRIBUTAR';419,94 €;7.657,66 €;1405;419,94;12.181,75 €;'sin fechas';15/06/2011;'AEAT';'Ingresos';'Devoluciones';'VARIABLES'
15/06/2011;15/06/2011;'CAFET.C T PRAT';-3,85 €;7.653,81 €;1406;-3,85;12.177,90 €;'sin fechas';15/06/2011;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
15/06/2011;15/06/2011;'CCM VIDA Y P SEGURO PRESTAMO';-27,42 €;7.626,39 €;1407;-27,42;12.150,48 €;'sin fechas';15/06/2011;'CCM';'Gastos_Seguros';'Seguro vida';'FIJO'
15/06/2011;15/06/2011;'CCM VIDA Y PENSIO 000000493358';-19,21 €;7.607,18 €;1408;-19,21;12.131,27 €;'sin fechas';15/06/2011;'CCM';'Gastos_Seguros';'Seguro vida';'FIJO'
16/06/2011;16/06/2011;'CAFET.C T PRAT';-3,35 €;7.603,83 €;1409;-3,35;12.127,92 €;'sin fechas';16/06/2011;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
16/06/2011;16/06/2011;'OCIO&OTROS';-60,00 €;7.543,83 €;1410;-60,00;12.067,92 €;'sin fechas';16/06/2011;'OCIOOTROS';'Gastos_Ocio y transporte';'Otros ocio';'VARIABLES'
16/06/2011;16/06/2011;'OCIO&OTROS';-240,00 €;7.303,83 €;1411;-240,00;11.827,92 €;'sin fechas';16/06/2011;'OCIOOTROS';'Gastos_Ocio y transporte';'Otros ocio';'VARIABLES'
17/06/2011;17/06/2011;'EROSKI-[COMIDA]';-57,71 €;7.246,12 €;1412;-57,71;11.770,21 €;'sin fechas';17/06/2011;'EROSKICOMIDA';'Gastos_Compras';'Supermercado';'VARIABLES'
17/06/2011;17/06/2011;'EROSKI-[OTROS]';-219,00 €;7.027,12 €;1413;-219,00;11.551,21 €;'sin fechas';17/06/2011;'EROSKIOTROS';'Gastos_Compras';'Supermercado';'VARIABLES'
17/06/2011;17/06/2011;'ONO';-83,50 €;6.943,62 €;1414;-83,50;11.467,71 €;'sin fechas';17/06/2011;'ONO';'Gastos_Servicios tipicos';'Telecomunicaciones';'FIJO'
18/06/2011;18/06/2011;'AUTOPISTA TERR';-1,80 €;6.941,82 €;1415;-1,80;11.465,91 €;'sin fechas';18/06/2011;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
18/06/2011;18/06/2011;'AUTOPISTA TERR';-3,10 €;6.938,72 €;1416;-3,10;11.462,81 €;'sin fechas';18/06/2011;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
18/06/2011;18/06/2011;'BON AREA';-12,74 €;6.925,98 €;1417;-12,74;11.450,07 €;'sin fechas';18/06/2011;'BON';'Gastos_Compras';'Supermercado';'VARIABLES'
18/06/2011;18/06/2011;'FARMACIA';-24,51 €;6.901,47 €;1418;-24,51;11.425,56 €;'sin fechas';18/06/2011;'FARMACIA';'Gastos_Salud, saber y deporte';'Farmacia';'VARIABLES'
18/06/2011;18/06/2011;'GAMAX \\TARRASA';-47,50 €;6.853,97 €;1419;-47,50;11.378,06 €;'sin fechas';18/06/2011;'GAMAX';'Gastos_Compras';'Ropa';'VARIABLES'
18/06/2011;18/06/2011;'GASOLINERA';-24,30 €;6.829,67 €;1420;-24,30;11.353,76 €;'sin fechas';18/06/2011;'GASOLINERA';'Gastos_Ocio y transporte';'Gasolina';'VARIABLES'
20/06/2011;20/06/2011;'AG.TRIBUT GABRIEL';100,00 €;6.929,67 €;1421;100,00;11.453,76 €;'sin fechas';20/06/2011;'AGTRIBUT';'Ingresos';'Subvenciones';
20/06/2011;20/06/2011;'CAFET.C T PRAT';-2,40 €;6.927,27 €;1422;-2,40;11.451,36 €;'sin fechas';20/06/2011;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
20/06/2011;20/06/2011;'FOMENT DE TERRASSA, S.A. FOMEN';3.200,64 €;10.127,91 €;1423;3.200,64;14.652,00 €;'sin fechas';20/06/2011;'FOMENT';'Ingresos';'Nomina';'FIJO'
20/06/2011;20/06/2011;'MERCADONA';-1,34 €;10.126,57 €;1424;-1,34;14.650,66 €;'sin fechas';20/06/2011;'MERCADONA';'Gastos_Compras';'Supermercado';'VARIABLES'
20/06/2011;20/06/2011;'MERCADONA';-181,47 €;9.945,10 €;1425;-181,47;14.469,19 €;'sin fechas';20/06/2011;'MERCADONA';'Gastos_Compras';'Supermercado';'VARIABLES'
20/06/2011;20/06/2011;'TOYOTA ORIENT CARS';-215,96 €;9.729,14 €;1426;-215,96;14.253,23 €;'sin fechas';20/06/2011;'TOYOTA';'Gastos_Vivienda y vehiculo';'Mnto. vehiculo';'VARIABLE'
21/06/2011;21/06/2011;'CAFET.C T PRAT';-2,40 €;9.726,74 €;1427;-2,40;14.250,83 €;'sin fechas';21/06/2011;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
21/06/2011;21/06/2011;'ENDESA ENERG EE_XXI40025545678';-57,68 €;9.669,06 €;1428;-57,68;14.193,15 €;'sin fechas';21/06/2011;'ENDESA';'Gastos_Servicios tipicos';'Electricidad';'FIJO'
22/06/2011;22/06/2011;'AUTOPISTA TERR';-3,35 €;9.665,71 €;1429;-3,35;14.189,80 €;'sin fechas';22/06/2011;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
22/06/2011;22/06/2011;'AUTOPISTA TERR';-5,15 €;9.660,56 €;1430;-5,15;14.184,65 €;'sin fechas';22/06/2011;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
22/06/2011;22/06/2011;'CAFET.C T PRAT';-1,40 €;9.659,16 €;1431;-1,40;14.183,25 €;'sin fechas';22/06/2011;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
22/06/2011;22/06/2011;'CARREFOUR-[COMIDA]';-39,03 €;9.620,13 €;1432;-39,03;14.144,22 €;'sin fechas';22/06/2011;'CARREFOURCOMIDA';'Gastos_Compras';'Supermercado';'VARIABLES'
22/06/2011;22/06/2011;'ES STA. MARGARITA';-48,83 €;9.571,30 €;1433;-48,83;14.095,39 €;'sin fechas';22/06/2011;'STA';'Gastos_Ocio y transporte';'Gasolina';'VARIABLES'
22/06/2011;22/06/2011;'RESTAURANTES';-16,80 €;9.554,50 €;1434;-16,80;14.078,59 €;'sin fechas';22/06/2011;'RESTAURANTES';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
22/06/2011;22/06/2011;'TOCINERIES VENTURA';-26,99 €;9.527,51 €;1435;-26,99;14.051,60 €;'sin fechas';22/06/2011;'TOCINERIES';'Gastos_Compras';'Supermercado';'VARIABLES'
23/06/2011;23/06/2011;'CAFET.C T PRAT';-1,40 €;9.526,11 €;1436;-1,40;14.050,20 €;'sin fechas';23/06/2011;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
23/06/2011;23/06/2011;'CASA SABATERS';-40,00 €;9.486,11 €;1437;-40,00;14.010,20 €;'sin fechas';23/06/2011;'CASA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
23/06/2011;23/06/2011;'MERCADONA';-7,60 €;9.478,51 €;1438;-7,60;14.002,60 €;'sin fechas';23/06/2011;'MERCADONA';'Gastos_Compras';'Supermercado';'VARIABLES'
23/06/2011;23/06/2011;'MINA PUBLICA AIGUES T.01A75789';-34,59 €;9.443,92 €;1439;-34,59;13.968,01 €;'sin fechas';23/06/2011;'MINA';'Gastos_Servicios tipicos';'Agua';'FIJO'
23/06/2011;23/06/2011;'REINT.CAJERO';-100,00 €;9.343,92 €;1440;-100,00;13.868,01 €;'sin fechas';23/06/2011;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
25/06/2011;25/06/2011;'FASHION KANAK \\BADALONA';-36,98 €;9.306,94 €;1441;-36,98;13.831,03 €;'sin fechas';25/06/2011;'FASHION';'Gastos_Compras';'Ropa';'VARIABLES'
25/06/2011;25/06/2011;'KUROKAI';-43,98 €;9.262,96 €;1442;-43,98;13.787,05 €;'sin fechas';25/06/2011;'KUROKAI';'Gastos_Compras';'Ropa';'VARIABLES'
25/06/2011;25/06/2011;'MERCADONA';-14,43 €;9.248,53 €;1443;-14,43;13.772,62 €;'sin fechas';25/06/2011;'MERCADONA';'Gastos_Compras';'Supermercado';'VARIABLES'
25/06/2011;25/06/2011;'RESTAURANTES';-40,75 €;9.207,78 €;1444;-40,75;13.731,87 €;'sin fechas';25/06/2011;'RESTAURANTES';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
26/06/2011;26/06/2011;'AMC PARC VALLES';-17,40 €;9.190,38 €;1445;-17,40;13.714,47 €;'sin fechas';26/06/2011;'AMC';'Gastos_Ocio y transporte';'Espectáculos';'VARIABLES'
26/06/2011;26/06/2011;'VIENA';-15,50 €;9.174,88 €;1446;-15,50;13.698,97 €;'sin fechas';26/06/2011;'VIENA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
27/06/2011;27/06/2011;'CAFET.C T PRAT';-2,95 €;9.171,93 €;1447;-2,95;13.696,02 €;'sin fechas';27/06/2011;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
27/06/2011;27/06/2011;'CANGUROS';-200,00 €;8.971,93 €;1448;-200,00;13.496,02 €;'sin fechas';27/06/2011;'CANGUROS';'Gastos_Salud, saber y deporte';'Estudios';'VARIABLES'
27/06/2011;27/06/2011;'DIETISTA';-62,00 €;8.909,93 €;1449;-62,00;13.434,02 €;'sin fechas';27/06/2011;'DIETISTA';'Gastos_Salud, saber y deporte';'Otros Salud';'VARIABLES'
27/06/2011;27/06/2011;'FARMACIA';-77,91 €;8.832,02 €;1450;-77,91;13.356,11 €;'sin fechas';27/06/2011;'FARMACIA';'Gastos_Salud, saber y deporte';'Farmacia';'VARIABLES'
27/06/2011;27/06/2011;'REINT.CAJERO';-38,00 €;8.794,02 €;1451;-38,00;13.318,11 €;'sin fechas';27/06/2011;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
28/06/2011;28/06/2011;'AUTOPISTA TERR';-1,80 €;8.792,22 €;1452;-1,80;13.316,31 €;'sin fechas';28/06/2011;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
28/06/2011;28/06/2011;'CAFET.C T PRAT';-1,40 €;8.790,82 €;1453;-1,40;13.314,91 €;'sin fechas';28/06/2011;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
28/06/2011;28/06/2011;'INFORMACIO I TECNOLOGIA DE CAT';1.526,20 €;10.317,02 €;1454;1.526,20;14.841,11 €;'sin fechas';28/06/2011;'INFORMACIO';'Ingresos';'Nomina';'FIJO'
29/06/2011;29/06/2011;'A.E.A.T. DEVOLUCIONES TRIBUTAR';623,86 €;10.940,88 €;1455;623,86;15.464,97 €;'sin fechas';29/06/2011;'AEAT';'Ingresos';'Devoluciones';'VARIABLES'
29/06/2011;29/06/2011;'CAFET.C T PRAT';-3,90 €;10.936,98 €;1456;-3,90;15.461,07 €;'sin fechas';29/06/2011;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
30/06/2011;30/06/2011;'LA CARBASSA DEL PA';-8,95 €;10.928,03 €;1457;-8,95;15.452,12 €;'sin fechas';30/06/2011;'CARBASSA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
30/06/2011;30/06/2011;'RECIBO PTMOS. 3061-0960001518';-598,03 €;10.330,00 €;1458;-598,03;14.854,09 €;'sin fechas';30/06/2011;'RECIBO';'Gastos_Banco y organismos';'Hipoteca';'FIJO'
30/06/2011;30/06/2011;'TANGO PASSEIG';-20,00 €;10.310,00 €;1459;-20,00;14.834,09 €;'sin fechas';30/06/2011;'TANGO';'No computable';'No computable';'No computable'
30/06/2011;30/06/2011;'TIBET LHASA BAR RES';-15,90 €;10.294,10 €;1460;-15,90;14.818,19 €;'sin fechas';30/06/2011;'TIBET';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
01/07/2011;01/07/2011;'AJUNTAMENT DE TER 010000520716';-37,18 €;10.256,92 €;1461;-37,18;14.781,01 €;'sin fechas';01/07/2011;'AJUNTAMENT';'Gastos_Banco y organismos';'Ayuntamiento';'FIJO'
01/07/2011;01/07/2011;'ALCAMPO';-5,38 €;10.251,54 €;1462;-5,38;14.775,63 €;'sin fechas';01/07/2011;'ALCAMPO';'Gastos_Compras';'Supermercado';'VARIABLES'
01/07/2011;01/07/2011;'BON AREA';-8,76 €;10.242,78 €;1463;-8,76;14.766,87 €;'sin fechas';01/07/2011;'BON';'Gastos_Compras';'Supermercado';'VARIABLES'
01/07/2011;01/07/2011;'CANTINA MARIACHI';-26,50 €;10.216,28 €;1464;-26,50;14.740,37 €;'sin fechas';01/07/2011;'CANTINA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
01/07/2011;01/07/2011;'CAPRABO';-7,38 €;10.208,90 €;1465;-7,38;14.732,99 €;'sin fechas';01/07/2011;'CAPRABO';'Gastos_Compras';'Supermercado';'VARIABLES'
01/07/2011;01/07/2011;'CIA.DE SEGUROS AD 006662671613';-73,20 €;10.135,70 €;1466;-73,20;14.659,79 €;'sin fechas';01/07/2011;'CIADE';'Gastos_Salud, saber y deporte';'Medico';'VARIABLES'
01/07/2011;01/07/2011;'IKEA';-4,50 €;10.131,20 €;1467;-4,50;14.655,29 €;'sin fechas';01/07/2011;'IKEA';'Gastos_Vivienda y vehiculo';'Mnto. hogar';'VARIABLES'
01/07/2011;01/07/2011;'IKEA';-54,96 €;10.076,24 €;1468;-54,96;14.600,33 €;'sin fechas';01/07/2011;'IKEA';'Gastos_Vivienda y vehiculo';'Mnto. hogar';'VARIABLES'
01/07/2011;01/07/2011;'MANTENIMIENTO';-1,50 €;10.074,74 €;1469;-1,50;14.598,83 €;'sin fechas';01/07/2011;'MANTENIMIENTO';'Gastos_Banco y organismos';'Cargos banco';'FIJO'
01/07/2011;01/07/2011;'PRIMARK';-9,00 €;10.065,74 €;1470;-9,00;14.589,83 €;'sin fechas';01/07/2011;'PRIMARK';'Gastos_Compras';'Ropa';'VARIABLES'
02/07/2011;02/07/2011;'COMISIONES';-3,60 €;10.062,14 €;1471;-3,60;14.586,23 €;'sin fechas';02/07/2011;'COMISIONES';'Gastos_Banco y organismos';'Cargos banco';'FIJO'
02/07/2011;02/07/2011;'ACUARIOS OCEANWOR';-29,50 €;10.032,64 €;1472;-29,50;14.556,73 €;'sin fechas';02/07/2011;'ACUARIOS';'Gastos_Ocio y transporte';'Espectáculos';'VARIABLES'
02/07/2011;02/07/2011;'AUTOPISTA TERR';-17,00 €;10.015,64 €;1473;-17,00;14.539,73 €;'sin fechas';02/07/2011;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
02/07/2011;02/07/2011;'L\''AQUARIUM DE BAR';-8,00 €;10.007,64 €;1474;-8,00;14.531,73 €;'sin fechas';02/07/2011;'LAQUARIUM';'Gastos_Ocio y transporte';'Espectáculos';'VARIABLES'
02/07/2011;02/07/2011;'LIMPIEZA';-90,00 €;9.917,64 €;1475;-90,00;14.441,73 €;'sin fechas';02/07/2011;'LIMPIEZA';'Gastos_Vivienda y vehiculo';'Serv. domestico';'FIJO'
03/07/2011;03/07/2011;'FARMACIA';-11,46 €;9.906,18 €;1476;-11,46;14.430,27 €;'sin fechas';03/07/2011;'FARMACIA';'Gastos_Salud, saber y deporte';'Farmacia';'VARIABLES'
04/07/2011;04/07/2011;'AUTOPISTA TERR';-5,45 €;9.900,73 €;1477;-5,45;14.424,82 €;'sin fechas';04/07/2011;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
04/07/2011;04/07/2011;'C&A';-28,00 €;9.872,73 €;1478;-28,00;14.396,82 €;'sin fechas';04/07/2011;'CA';'Gastos_Compras';'Ropa';'VARIABLES'
04/07/2011;04/07/2011;'CAFET.C T PRAT';-4,05 €;9.868,68 €;1479;-4,05;14.392,77 €;'sin fechas';04/07/2011;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
04/07/2011;04/07/2011;'CASA SABATERS';-59,00 €;9.809,68 €;1480;-59,00;14.333,77 €;'sin fechas';04/07/2011;'CASA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
04/07/2011;04/07/2011;'FARMACIA';-10,30 €;9.799,38 €;1481;-10,30;14.323,47 €;'sin fechas';04/07/2011;'FARMACIA';'Gastos_Salud, saber y deporte';'Farmacia';'VARIABLES'
04/07/2011;04/07/2011;'METRO BARCELONA';-8,25 €;9.791,13 €;1482;-8,25;14.315,22 €;'sin fechas';04/07/2011;'METRO';'Gastos_Ocio y transporte';'Transporte';'VARIABLES'
04/07/2011;04/07/2011;'PASTA CORNER';-7,70 €;9.783,43 €;1483;-7,70;14.307,52 €;'sin fechas';04/07/2011;'PASTA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
04/07/2011;04/07/2011;'REINT.CAJERO';-22,90 €;9.760,53 €;1484;-22,90;14.284,62 €;'sin fechas';04/07/2011;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
04/07/2011;04/07/2011;'STARBUCKS';-4,90 €;9.755,63 €;1485;-4,90;14.279,72 €;'sin fechas';04/07/2011;'STARBUCKS';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
05/07/2011;05/07/2011;'AUTOPISTA TERR';-1,25 €;9.754,38 €;1486;-1,25;14.278,47 €;'sin fechas';05/07/2011;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
05/07/2011;05/07/2011;'BODIQUE TERRASSA';-78,49 €;9.675,89 €;1487;-78,49;14.199,98 €;'sin fechas';05/07/2011;'BODIQUE';'Gastos_Compras';'Ropa';'VARIABLES'
05/07/2011;05/07/2011;'CAFET.C T PRAT';-4,85 €;9.671,04 €;1488;-4,85;14.195,13 €;'sin fechas';05/07/2011;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
05/07/2011;05/07/2011;'GRINZING';-11,00 €;9.660,04 €;1489;-11,00;14.184,13 €;'sin fechas';05/07/2011;'GRINZING';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
05/07/2011;05/07/2011;'M&S';-27,00 €;9.633,04 €;1490;-27,00;14.157,13 €;'sin fechas';05/07/2011;'MS';'Gastos_Compras';'Ropa';'VARIABLES'
05/07/2011;05/07/2011;'XFERA MOVILES SA 2767906';-42,82 €;9.590,22 €;1491;-42,82;14.114,31 €;'sin fechas';05/07/2011;'XFERA';'Gastos_Servicios tipicos';'Telecomunicaciones';'FIJO'
06/07/2011;06/07/2011;'CAFET.C T PRAT';-3,45 €;9.586,77 €;1492;-3,45;14.110,86 €;'sin fechas';06/07/2011;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
06/07/2011;06/07/2011;'ES STA. MARGARITA';-44,93 €;9.541,84 €;1493;-44,93;14.065,93 €;'sin fechas';06/07/2011;'STA';'Gastos_Ocio y transporte';'Gasolina';'VARIABLES'
07/07/2011;07/07/2011;'CAFET.C T PRAT';-3,10 €;9.538,74 €;1494;-3,10;14.062,83 €;'sin fechas';07/07/2011;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
07/07/2011;07/07/2011;'CARREFOUR-[COMIDA]';-1,02 €;9.537,72 €;1495;-1,02;14.061,81 €;'sin fechas';07/07/2011;'CARREFOURCOMIDA';'Gastos_Compras';'Supermercado';'VARIABLES'
07/07/2011;07/07/2011;'H&M';-19,95 €;9.517,77 €;1496;-19,95;14.041,86 €;'sin fechas';07/07/2011;'HM';'Gastos_Compras';'Ropa';'VARIABLES'
07/07/2011;07/07/2011;'LIZARRAN';-15,50 €;9.502,27 €;1497;-15,50;14.026,36 €;'sin fechas';07/07/2011;'LIZARRAN';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
07/07/2011;07/07/2011;'VIENA';-7,00 €;9.495,27 €;1498;-7,00;14.019,36 €;'sin fechas';07/07/2011;'VIENA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
08/07/2011;08/07/2011;'CAFET.C T PRAT';-1,50 €;9.493,77 €;1499;-1,50;14.017,86 €;'sin fechas';08/07/2011;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
08/07/2011;08/07/2011;'CAFET.C T PRAT';-1,55 €;9.492,22 €;1500;-1,55;14.016,31 €;'sin fechas';08/07/2011;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
08/07/2011;08/07/2011;'CAPRABO';-5,78 €;9.486,44 €;1501;-5,78;14.010,53 €;'sin fechas';08/07/2011;'CAPRABO';'Gastos_Compras';'Supermercado';'VARIABLES'
08/07/2011;08/07/2011;'CENTRES AUTOEQUIP';-242,70 €;9.243,74 €;1502;-242,70;13.767,83 €;'sin fechas';08/07/2011;'CENTRES';'Gastos_Vivienda y vehiculo';'Mnto. vehiculo';'VARIABLE'
08/07/2011;08/07/2011;'VIENA';-6,45 €;9.237,29 €;1503;-6,45;13.761,38 €;'sin fechas';08/07/2011;'VIENA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
09/07/2011;09/07/2011;'LA CARBASSA DEL PA';-8,40 €;9.228,89 €;1504;-8,40;13.752,98 €;'sin fechas';09/07/2011;'CARBASSA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
09/07/2011;09/07/2011;'MERCADONA';-25,27 €;9.203,62 €;1505;-25,27;13.727,71 €;'sin fechas';09/07/2011;'MERCADONA';'Gastos_Compras';'Supermercado';'VARIABLES'
11/07/2011;11/07/2011;'CAFET.C T PRAT';-4,05 €;9.199,57 €;1506;-4,05;13.723,66 €;'sin fechas';11/07/2011;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
11/07/2011;11/07/2011;'CAPRABO';-5,63 €;9.193,94 €;1507;-5,63;13.718,03 €;'sin fechas';11/07/2011;'CAPRABO';'Gastos_Compras';'Supermercado';'VARIABLES'
11/07/2011;11/07/2011;'REINT.CAJERO';-150,00 €;9.043,94 €;1508;-150,00;13.568,03 €;'sin fechas';11/07/2011;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
12/07/2011;12/07/2011;'CAFET.C T PRAT';-2,35 €;9.041,59 €;1509;-2,35;13.565,68 €;'sin fechas';12/07/2011;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
12/07/2011;12/07/2011;'LOTERIASYAPUESTAS.ES\\MADRID';-20,00 €;9.021,59 €;1510;-20,00;13.545,68 €;'sin fechas';12/07/2011;'LOTERIASYAPUESTASESMADRID';'Gastos_Ocio y transporte';'Loterias';
12/07/2011;12/07/2011;'RODELAS PERRUQUERS';-13,50 €;9.008,09 €;1511;-13,50;13.532,18 €;'sin fechas';12/07/2011;'RODELAS';'Gastos_Salud, saber y deporte';'Belleza';'VARIABLES'
12/07/2011;12/07/2011;'TOCINERIES VENTURA';-5,40 €;9.002,69 €;1512;-5,40;13.526,78 €;'sin fechas';12/07/2011;'TOCINERIES';'Gastos_Compras';'Supermercado';'VARIABLES'
13/07/2011;13/07/2011;'CAFET.C T PRAT';-2,70 €;8.999,99 €;1513;-2,70;13.524,08 €;'sin fechas';13/07/2011;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
13/07/2011;13/07/2011;'READING 8';-24,81 €;8.975,18 €;1514;-24,81;13.499,27 €;'sin fechas';13/07/2011;'READING';'Gastos_Salud, saber y deporte';'Estudios';'VARIABLES'
13/07/2011;13/07/2011;'REINT.CAJERO';-350,00 €;8.625,18 €;1515;-350,00;13.149,27 €;'sin fechas';13/07/2011;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
13/07/2011;13/07/2011;'RODELAS PERRUQUERS';-16,95 €;8.608,23 €;1516;-16,95;13.132,32 €;'sin fechas';13/07/2011;'RODELAS';'Gastos_Salud, saber y deporte';'Belleza';'VARIABLES'
13/07/2011;13/07/2011;'TRANSPORTS MUNICIP';-16,50 €;8.591,73 €;1517;-16,50;13.115,82 €;'sin fechas';13/07/2011;'TRANSPORTS';'Gastos_Ocio y transporte';'Transporte';'VARIABLES'
