'F. contable';'F. valor';'Concepto';'Importe';'Saldo';'Seq';'Import num';'Saldo anterior';'Tiene fecha';'Fecha Valor Concepto';'Clave_Concepto';'Categoria';'Subcategoria';'Fijo_Variable'
31/12/2005;31/12/2005;'AJUSTE INICIAL';1.978,70 €;1.978,70 €;-3478;1.978,70;6.502,79 €;'sin fechas';31/12/2005;'AJUSTE';'No computable';'Inicializacion';
02/01/2006;02/01/2006;'ONO';-71,06 €;1.907,64 €;-3477;-71,06;6.431,73 €;'sin fechas';02/01/2006;'ONO';'Gastos_Servicios tipicos';'Telecomunicaciones';'FIJO'
02/01/2006;02/01/2006;'REINT.CAJERO';-300,00 €;1.607,64 €;-3476;-300,00;6.131,73 €;'sin fechas';02/01/2006;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
02/01/2006;02/01/2006;'REINT.CAJERO';-300,00 €;1.307,64 €;-3475;-300,00;5.831,73 €;'sin fechas';02/01/2006;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
04/01/2006;04/01/2006;'AMENA RETEVISI';-28,72 €;1.278,92 €;-3474;-28,72;5.803,01 €;'sin fechas';04/01/2006;'AMENA';'Gastos_Servicios tipicos';'Telecomunicaciones';'FIJO'
05/01/2006;05/01/2006;'METRO';-6,65 €;1.272,27 €;-3473;-6,65;5.796,36 €;'sin fechas';05/01/2006;'METRO';'Gastos_Ocio y transporte';'Transporte';'VARIABLES'
06/01/2006;06/01/2006;'CONSUM';-5,73 €;1.266,54 €;-3472;-5,73;5.790,63 €;'sin fechas';06/01/2006;'CONSUM';'Gastos_Compras';'Supermercado';'VARIABLES'
06/01/2006;06/01/2006;'XARCUTERIA VIDAL';-18,90 €;1.247,64 €;-3471;-18,90;5.771,73 €;'sin fechas';06/01/2006;'XARCUTERIA';'Gastos_Compras';'Supermercado';'VARIABLES'
07/01/2006;07/01/2006;'RESTAURANTES';-38,70 €;1.208,94 €;-3470;-38,70;5.733,03 €;'sin fechas';07/01/2006;'RESTAURANTES';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
08/01/2006;08/01/2006;'RESTAURANTES';-58,58 €;1.150,36 €;-3469;-58,58;5.674,45 €;'sin fechas';08/01/2006;'RESTAURANTES';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
09/01/2006;09/01/2006;'CLSL BARCELONA ES';-22,00 €;1.128,36 €;-3468;-22,00;5.652,45 €;'sin fechas';09/01/2006;'CLSL';'Gastos_Compras';'Hogar';'VARIABLES'
09/01/2006;09/01/2006;'METRO';-6,65 €;1.121,71 €;-3467;-6,65;5.645,80 €;'sin fechas';09/01/2006;'METRO';'Gastos_Ocio y transporte';'Transporte';'VARIABLES'
09/01/2006;09/01/2006;'METRO';-6,40 €;1.115,31 €;-3466;-6,40;5.639,40 €;'sin fechas';09/01/2006;'METRO';'Gastos_Ocio y transporte';'Transporte';'VARIABLES'
10/01/2006;10/01/2006;'METRO';-6,65 €;1.108,66 €;-3465;-6,65;5.632,75 €;'sin fechas';10/01/2006;'METRO';'Gastos_Ocio y transporte';'Transporte';'VARIABLES'
11/01/2006;11/01/2006;'CINE';-9,80 €;1.098,86 €;-3464;-9,80;5.622,95 €;'sin fechas';11/01/2006;'CINE';'Gastos_Ocio y transporte';'Espectáculos';'VARIABLES'
12/01/2006;12/01/2006;'REINT.CAJERO';-20,00 €;1.078,86 €;-3463;-20,00;5.602,95 €;'sin fechas';12/01/2006;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
13/01/2006;13/01/2006;'CAPRABO';-6,62 €;1.072,24 €;-3462;-6,62;5.596,33 €;'sin fechas';13/01/2006;'CAPRABO';'Gastos_Compras';'Supermercado';'VARIABLES'
16/01/2006;16/01/2006;'ENDESA DISTRIB';-19,45 €;1.052,79 €;-3461;-19,45;5.576,88 €;'sin fechas';16/01/2006;'ENDESA';'Gastos_Servicios tipicos';'Electricidad';'FIJO'
16/01/2006;16/01/2006;'METRO';-6,65 €;1.046,14 €;-3460;-6,65;5.570,23 €;'sin fechas';16/01/2006;'METRO';'Gastos_Ocio y transporte';'Transporte';'VARIABLES'
16/01/2006;16/01/2006;'METRO';-6,65 €;1.039,49 €;-3459;-6,65;5.563,58 €;'sin fechas';16/01/2006;'METRO';'Gastos_Ocio y transporte';'Transporte';'VARIABLES'
16/01/2006;16/01/2006;'SEG.AM.HIPITEC';-33,11 €;1.006,38 €;-3458;-33,11;5.530,47 €;'sin fechas';16/01/2006;'SEGAMHIPITEC';'Gastos_Seguros';'Seguro vida';'FIJO'
17/01/2006;17/01/2006;'METRO';-6,65 €;999,73 €;-3457;-6,65;5.523,82 €;'sin fechas';17/01/2006;'METRO';'Gastos_Ocio y transporte';'Transporte';'VARIABLES'
18/01/2006;18/01/2006;'ELECTRONICA WEB';-142,00 €;857,73 €;-3456;-142,00;5.381,82 €;'sin fechas';18/01/2006;'ELECTRONICA';'Gastos_Compras';'Hobbys';'VARIABLES'
18/01/2006;18/01/2006;'GROUPAMA PLUS';-42,60 €;815,13 €;-3455;-42,60;5.339,22 €;'sin fechas';18/01/2006;'GROUPAMA';'Gastos_Seguros';'Seguro salud';'FIJO'
19/01/2006;19/01/2006;'REINT.CAJERO';-20,00 €;795,13 €;-3454;-20,00;5.319,22 €;'sin fechas';19/01/2006;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
20/01/2006;20/01/2006;'KUROKAI';-118,93 €;676,20 €;-3453;-118,93;5.200,29 €;'sin fechas';20/01/2006;'KUROKAI';'Gastos_Compras';'Ropa';'VARIABLES'
21/01/2006;21/01/2006;'CINE';-9,80 €;666,40 €;-3452;-9,80;5.190,49 €;'sin fechas';21/01/2006;'CINE';'Gastos_Ocio y transporte';'Espectáculos';'VARIABLES'
21/01/2006;21/01/2006;'GASOLINA';-48,00 €;618,40 €;-3451;-48,00;5.142,49 €;'sin fechas';21/01/2006;'GASOLINA';'Gastos_Ocio y transporte';'Gasolina';'VARIABLES'
21/01/2006;21/01/2006;'RESTAURANTES';-23,70 €;594,70 €;-3450;-23,70;5.118,79 €;'sin fechas';21/01/2006;'RESTAURANTES';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
24/01/2006;24/01/2006;'REINT.CAJERO';-20,00 €;574,70 €;-3449;-20,00;5.098,79 €;'sin fechas';24/01/2006;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
24/01/2006;24/01/2006;'REINT.CAJERO';1.100,00 €;1.674,70 €;-3448;1.100,00;6.198,79 €;'sin fechas';24/01/2006;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
24/01/2006;24/01/2006;'T. SHIRT STATTION BARCELONA ES';-16,00 €;1.658,70 €;-3447;-16,00;6.182,79 €;'sin fechas';24/01/2006;'SHIRT';'Gastos_Compras';'Ropa';'VARIABLES'
25/01/2006;25/01/2006;'AMENA RETEVISI';-56,31 €;1.602,39 €;-3446;-56,31;6.126,48 €;'sin fechas';25/01/2006;'AMENA';'Gastos_Servicios tipicos';'Telecomunicaciones';'FIJO'
26/01/2006;26/01/2006;'METRO';-6,65 €;1.595,74 €;-3445;-6,65;6.119,83 €;'sin fechas';26/01/2006;'METRO';'Gastos_Ocio y transporte';'Transporte';'VARIABLES'
26/01/2006;26/01/2006;'REINT.CAJERO';-40,00 €;1.555,74 €;-3444;-40,00;6.079,83 €;'sin fechas';26/01/2006;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
27/01/2006;27/01/2006;'ONO';-73,18 €;1.482,56 €;-3443;-73,18;6.006,65 €;'sin fechas';27/01/2006;'ONO';'Gastos_Servicios tipicos';'Telecomunicaciones';'FIJO'
30/01/2006;30/01/2006;'METRO';-6,65 €;1.475,91 €;-3442;-6,65;6.000,00 €;'sin fechas';30/01/2006;'METRO';'Gastos_Ocio y transporte';'Transporte';'VARIABLES'
31/01/2006;31/01/2006;'RECIBO PTMOS. 3061-0960001518';-636,06 €;839,85 €;-3441;-636,06;5.363,94 €;'sin fechas';31/01/2006;'RECIBO';'Gastos_Banco y organismos';'Hipoteca';'FIJO'
31/01/2006;31/01/2006;'TASACIONES INMOBILIARIAS';692,77 €;1.532,62 €;-3440;692,77;6.056,71 €;'sin fechas';31/01/2006;'TASACIONES';'Ingresos';'Nomina';'FIJO'
03/02/2006;03/02/2006;'ADVENTURE TERRITO';-14,90 €;1.517,72 €;-3439;-14,90;6.041,81 €;'sin fechas';03/02/2006;'ADVENTURE';'Gastos_Compras';'Ropa';'VARIABLES'
03/02/2006;03/02/2006;'CINE';-9,80 €;1.507,92 €;-3438;-9,80;6.032,01 €;'sin fechas';03/02/2006;'CINE';'Gastos_Ocio y transporte';'Espectáculos';'VARIABLES'
03/02/2006;03/02/2006;'REINT.CAJERO';-20,00 €;1.487,92 €;-3437;-20,00;6.012,01 €;'sin fechas';03/02/2006;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
04/02/2006;04/02/2006;'REINT.CAJERO';-20,00 €;1.467,92 €;-3436;-20,00;5.992,01 €;'sin fechas';04/02/2006;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
06/02/2006;06/02/2006;'AMENA RETEVISI';-55,94 €;1.411,98 €;-3435;-55,94;5.936,07 €;'sin fechas';06/02/2006;'AMENA';'Gastos_Servicios tipicos';'Telecomunicaciones';'FIJO'
06/02/2006;06/02/2006;'DIVERS SANTS ESTACION';-19,90 €;1.392,08 €;-3434;-19,90;5.916,17 €;'sin fechas';06/02/2006;'DIVERS';'Gastos_Compras';'Supermercado';'VARIABLES'
06/02/2006;06/02/2006;'RENFE';-6,65 €;1.385,43 €;-3433;-6,65;5.909,52 €;'sin fechas';06/02/2006;'RENFE';'Gastos_Ocio y transporte';'Transporte';'VARIABLES'
06/02/2006;06/02/2006;'T. SHIRT STATTION BARCELONA ES';-20,00 €;1.365,43 €;-3432;-20,00;5.889,52 €;'sin fechas';06/02/2006;'SHIRT';'Gastos_Compras';'Ropa';'VARIABLES'
08/02/2006;08/02/2006;'GROUPAMA PLUS';-41,12 €;1.324,31 €;-3431;-41,12;5.848,40 €;'sin fechas';08/02/2006;'GROUPAMA';'Gastos_Seguros';'Seguro salud';'FIJO'
09/02/2006;09/02/2006;'METRO';-6,65 €;1.317,66 €;-3430;-6,65;5.841,75 €;'sin fechas';09/02/2006;'METRO';'Gastos_Ocio y transporte';'Transporte';'VARIABLES'
09/02/2006;09/02/2006;'REINT.CAJERO';-70,00 €;1.247,66 €;-3429;-70,00;5.771,75 €;'sin fechas';09/02/2006;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
13/02/2006;13/02/2006;'PEAJE VILANOVA';-4,69 €;1.242,97 €;-3428;-4,69;5.767,06 €;'sin fechas';13/02/2006;'PEAJE';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
13/02/2006;13/02/2006;'PEAJE VILANOVA';-4,69 €;1.238,28 €;-3427;-4,69;5.762,37 €;'sin fechas';13/02/2006;'PEAJE';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
14/02/2006;14/02/2006;'CAPRABO';-8,32 €;1.229,96 €;-3426;-8,32;5.754,05 €;'sin fechas';14/02/2006;'CAPRABO';'Gastos_Compras';'Supermercado';'VARIABLES'
15/02/2006;15/02/2006;'METRO';-13,30 €;1.216,66 €;-3425;-13,30;5.740,75 €;'sin fechas';15/02/2006;'METRO';'Gastos_Ocio y transporte';'Transporte';'VARIABLES'
15/02/2006;15/02/2006;'SEG.AM.HIPITEC';-33,04 €;1.183,62 €;-3424;-33,04;5.707,71 €;'sin fechas';15/02/2006;'SEGAMHIPITEC';'Gastos_Seguros';'Seguro vida';'FIJO'
18/02/2006;18/02/2006;'REINT.CAJERO';-40,00 €;1.143,62 €;-3423;-40,00;5.667,71 €;'sin fechas';18/02/2006;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
19/02/2006;19/02/2006;'RESTAURANTES';-33,97 €;1.109,65 €;-3422;-33,97;5.633,74 €;'sin fechas';19/02/2006;'RESTAURANTES';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
20/02/2006;20/02/2006;'METRO';-6,65 €;1.103,00 €;-3421;-6,65;5.627,09 €;'sin fechas';20/02/2006;'METRO';'Gastos_Ocio y transporte';'Transporte';'VARIABLES'
21/02/2006;21/02/2006;'GAS NATURAL';-30,23 €;1.072,77 €;-3420;-30,23;5.596,86 €;'sin fechas';21/02/2006;'GAS';'Gastos_Servicios tipicos';'Gas';'FIJO'
21/02/2006;21/02/2006;'ONO';-73,18 €;999,59 €;-3419;-73,18;5.523,68 €;'sin fechas';21/02/2006;'ONO';'Gastos_Servicios tipicos';'Telecomunicaciones';'FIJO'
23/02/2006;23/02/2006;'AMENA RETEVISI';-41,98 €;957,61 €;-3418;-41,98;5.481,70 €;'sin fechas';23/02/2006;'AMENA';'Gastos_Servicios tipicos';'Telecomunicaciones';'FIJO'
24/02/2006;24/02/2006;'GASOLINA';-45,00 €;912,61 €;-3417;-45,00;5.436,70 €;'sin fechas';24/02/2006;'GASOLINA';'Gastos_Ocio y transporte';'Gasolina';'VARIABLES'
25/02/2006;25/02/2006;'CINE';-12,40 €;900,21 €;-3416;-12,40;5.424,30 €;'sin fechas';25/02/2006;'CINE';'Gastos_Ocio y transporte';'Espectáculos';'VARIABLES'
25/02/2006;25/02/2006;'LA VIDA ES BELLA';-11,90 €;888,31 €;-3415;-11,90;5.412,40 €;'sin fechas';25/02/2006;'VIDA';'Gastos_Salud, saber y deporte';'Belleza';'VARIABLES'
27/02/2006;27/02/2006;'METRO';-18,30 €;870,01 €;-3414;-18,30;5.394,10 €;'sin fechas';27/02/2006;'METRO';'Gastos_Ocio y transporte';'Transporte';'VARIABLES'
28/02/2006;28/02/2006;'PEAJE XERTA';-2,45 €;867,56 €;-3413;-2,45;5.391,65 €;'sin fechas';28/02/2006;'PEAJE';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
28/02/2006;28/02/2006;'PEAJE XERTA';-3,10 €;864,46 €;-3412;-3,10;5.388,55 €;'sin fechas';28/02/2006;'PEAJE';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
28/02/2006;28/02/2006;'PEAJE XERTA';-4,25 €;860,21 €;-3411;-4,25;5.384,30 €;'sin fechas';28/02/2006;'PEAJE';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
28/02/2006;28/02/2006;'PEAJE XERTA';-3,10 €;857,11 €;-3410;-3,10;5.381,20 €;'sin fechas';28/02/2006;'PEAJE';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
28/02/2006;28/02/2006;'RECIBO PTMOS. 3061-0960001518';-636,06 €;221,05 €;-3409;-636,06;4.745,14 €;'sin fechas';28/02/2006;'RECIBO';'Gastos_Banco y organismos';'Hipoteca';'FIJO'
28/02/2006;28/02/2006;'REINT.CAJERO';-20,00 €;201,05 €;-3408;-20,00;4.725,14 €;'sin fechas';28/02/2006;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
01/03/2006;01/03/2006;'METRO';-6,65 €;194,40 €;-3407;-6,65;4.718,49 €;'sin fechas';01/03/2006;'METRO';'Gastos_Ocio y transporte';'Transporte';'VARIABLES'
01/03/2006;28/02/2006;'TASACIONES INMOBILIARIAS';692,77 €;887,17 €;-3406;692,77;5.411,26 €;'sin fechas';28/02/2006;'TASACIONES';'Ingresos';'Nomina';'FIJO'
02/03/2006;02/03/2006;'METRO';-6,65 €;880,52 €;-3405;-6,65;5.404,61 €;'sin fechas';02/03/2006;'METRO';'Gastos_Ocio y transporte';'Transporte';'VARIABLES'
03/03/2006;03/03/2006;'REINT.CAJERO';-20,00 €;860,52 €;-3404;-20,00;5.384,61 €;'sin fechas';03/03/2006;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
04/03/2006;04/03/2006;'HITCON RECAMBIOS';-17,98 €;842,54 €;-3403;-17,98;5.366,63 €;'sin fechas';04/03/2006;'HITCON';'Gastos_Vivienda y vehiculo';'Mnto. vehiculo';'VARIABLE'
04/03/2006;04/03/2006;'REINT.CAJERO';-50,00 €;792,54 €;-3402;-50,00;5.316,63 €;'sin fechas';04/03/2006;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
04/03/2006;04/03/2006;'REINT.CAJERO';-40,00 €;752,54 €;-3401;-40,00;5.276,63 €;'sin fechas';04/03/2006;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
06/03/2006;06/03/2006;'AMENA RETEVISI';-24,89 €;727,65 €;-3400;-24,89;5.251,74 €;'sin fechas';06/03/2006;'AMENA';'Gastos_Servicios tipicos';'Telecomunicaciones';'FIJO'
06/03/2006;06/03/2006;'METRO';-6,65 €;721,00 €;-3399;-6,65;5.245,09 €;'sin fechas';06/03/2006;'METRO';'Gastos_Ocio y transporte';'Transporte';'VARIABLES'
07/03/2006;07/03/2006;'METRO';-6,65 €;714,35 €;-3398;-6,65;5.238,44 €;'sin fechas';07/03/2006;'METRO';'Gastos_Ocio y transporte';'Transporte';'VARIABLES'
07/03/2006;07/03/2006;'REINT.CAJERO';600,00 €;1.314,35 €;-3397;600,00;5.838,44 €;'sin fechas';07/03/2006;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
09/03/2006;09/03/2006;'GROUPAMA PLUS';-41,12 €;1.273,23 €;-3396;-41,12;5.797,32 €;'sin fechas';09/03/2006;'GROUPAMA';'Gastos_Seguros';'Seguro salud';'FIJO'
10/03/2006;10/03/2006;'GASOLINA';-50,00 €;1.223,23 €;-3395;-50,00;5.747,32 €;'sin fechas';10/03/2006;'GASOLINA';'Gastos_Ocio y transporte';'Gasolina';'VARIABLES'
10/03/2006;10/03/2006;'REINT.CAJERO';-90,00 €;1.133,23 €;-3394;-90,00;5.657,32 €;'sin fechas';10/03/2006;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
10/03/2006;10/03/2006;'REINT.CAJERO';-20,00 €;1.113,23 €;-3393;-20,00;5.637,32 €;'sin fechas';10/03/2006;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
11/03/2006;11/03/2006;'RESTAURANTES';-20,70 €;1.092,53 €;-3392;-20,70;5.616,62 €;'sin fechas';11/03/2006;'RESTAURANTES';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
13/03/2006;13/03/2006;'METRO';-6,65 €;1.085,88 €;-3391;-6,65;5.609,97 €;'sin fechas';13/03/2006;'METRO';'Gastos_Ocio y transporte';'Transporte';'VARIABLES'
13/03/2006;13/03/2006;'PEAJE XERTA';-5,20 €;1.080,68 €;-3390;-5,20;5.604,77 €;'sin fechas';13/03/2006;'PEAJE';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
13/03/2006;13/03/2006;'PEAJE XERTA';-5,20 €;1.075,48 €;-3389;-5,20;5.599,57 €;'sin fechas';13/03/2006;'PEAJE';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
14/03/2006;14/03/2006;'FARMACIA';-20,80 €;1.054,68 €;-3388;-20,80;5.578,77 €;'sin fechas';14/03/2006;'FARMACIA';'Gastos_Salud, saber y deporte';'Farmacia';'VARIABLES'
14/03/2006;14/03/2006;'METRO';-6,65 €;1.048,03 €;-3387;-6,65;5.572,12 €;'sin fechas';14/03/2006;'METRO';'Gastos_Ocio y transporte';'Transporte';'VARIABLES'
14/03/2006;14/03/2006;'MINA PUBLICA DE LA CIUTAT';-17,87 €;1.030,16 €;-3386;-17,87;5.554,25 €;'sin fechas';14/03/2006;'MINA';'Gastos_Servicios tipicos';'Agua';'FIJO'
14/03/2006;14/03/2006;'PEAJE XERTA';-2,30 €;1.027,86 €;-3385;-2,30;5.551,95 €;'sin fechas';14/03/2006;'PEAJE';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
14/03/2006;14/03/2006;'PEAJE XERTA';-3,10 €;1.024,76 €;-3384;-3,10;5.548,85 €;'sin fechas';14/03/2006;'PEAJE';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
14/03/2006;14/03/2006;'PEAJE XERTA';-2,45 €;1.022,31 €;-3383;-2,45;5.546,40 €;'sin fechas';14/03/2006;'PEAJE';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
14/03/2006;14/03/2006;'PEAJE XERTA';-2,30 €;1.020,01 €;-3382;-2,30;5.544,10 €;'sin fechas';14/03/2006;'PEAJE';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
14/03/2006;14/03/2006;'PEAJE XERTA';-3,10 €;1.016,91 €;-3381;-3,10;5.541,00 €;'sin fechas';14/03/2006;'PEAJE';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
14/03/2006;14/03/2006;'PEAJE XERTA';-2,45 €;1.014,46 €;-3380;-2,45;5.538,55 €;'sin fechas';14/03/2006;'PEAJE';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
16/03/2006;16/03/2006;'ENDESA DISTRIB';-14,81 €;999,65 €;-3379;-14,81;5.523,74 €;'sin fechas';16/03/2006;'ENDESA';'Gastos_Servicios tipicos';'Electricidad';'FIJO'
16/03/2006;16/03/2006;'SEG.AM.HIPITEC';-32,98 €;966,67 €;-3378;-32,98;5.490,76 €;'sin fechas';16/03/2006;'SEGAMHIPITEC';'Gastos_Seguros';'Seguro vida';'FIJO'
17/03/2006;17/03/2006;'YALTA CRIMEA \BARCELONA\ES';-10,20 €;956,47 €;-3377;-10,20;5.480,56 €;'sin fechas';17/03/2006;'YALTA';'Gastos_Compras';'Hogar';'VARIABLES'
18/03/2006;18/03/2006;'AKI TERRASSA';-24,65 €;931,82 €;-3376;-24,65;5.455,91 €;'sin fechas';18/03/2006;'AKI';'Gastos_Vivienda y vehiculo';'Mnto. hogar';'VARIABLES'
18/03/2006;18/03/2006;'MERCADONA';-41,72 €;890,10 €;-3375;-41,72;5.414,19 €;'sin fechas';18/03/2006;'MERCADONA';'Gastos_Compras';'Supermercado';'VARIABLES'
18/03/2006;18/03/2006;'RESTAURANTES';-20,70 €;869,40 €;-3374;-20,70;5.393,49 €;'sin fechas';18/03/2006;'RESTAURANTES';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
18/03/2006;18/03/2006;'TASACIONES INMOBILIARIAS';675,12 €;1.544,52 €;-3373;675,12;6.068,61 €;'sin fechas';18/03/2006;'TASACIONES';'Ingresos';'Nomina';'FIJO'
20/03/2006;20/03/2006;'PEAJE PREMIA';-0,64 €;1.543,88 €;-3372;-0,64;6.067,97 €;'sin fechas';20/03/2006;'PEAJE';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
20/03/2006;20/03/2006;'PEAJE PREMIA';-0,64 €;1.543,24 €;-3371;-0,64;6.067,33 €;'sin fechas';20/03/2006;'PEAJE';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
20/03/2006;20/03/2006;'REINT.CAJERO';-20,00 €;1.523,24 €;-3370;-20,00;6.047,33 €;'sin fechas';20/03/2006;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
21/03/2006;21/03/2006;'CELIO TERRASSA';-6,99 €;1.516,25 €;-3369;-6,99;6.040,34 €;'sin fechas';21/03/2006;'CELIO';'Gastos_Compras';'Ropa';'VARIABLES'
21/03/2006;21/03/2006;'REINT.CAJERO';-20,00 €;1.496,25 €;-3368;-20,00;6.020,34 €;'sin fechas';21/03/2006;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
21/03/2006;21/03/2006;'REINT.CAJERO';-150,00 €;1.346,25 €;-3367;-150,00;5.870,34 €;'sin fechas';21/03/2006;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
21/03/2006;21/03/2006;'RESTAURANTES';-12,80 €;1.333,45 €;-3366;-12,80;5.857,54 €;'sin fechas';21/03/2006;'RESTAURANTES';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
22/03/2006;22/03/2006;'ONO';-73,18 €;1.260,27 €;-3365;-73,18;5.784,36 €;'sin fechas';22/03/2006;'ONO';'Gastos_Servicios tipicos';'Telecomunicaciones';'FIJO'
23/03/2006;23/03/2006;'AMENA RETEVISI';-34,39 €;1.225,88 €;-3364;-34,39;5.749,97 €;'sin fechas';23/03/2006;'AMENA';'Gastos_Servicios tipicos';'Telecomunicaciones';'FIJO'
25/03/2006;25/03/2006;'MERCADONA';-70,33 €;1.155,55 €;-3363;-70,33;5.679,64 €;'sin fechas';25/03/2006;'MERCADONA';'Gastos_Compras';'Supermercado';'VARIABLES'
25/03/2006;25/03/2006;'RESTAURANTES';-21,13 €;1.134,42 €;-3362;-21,13;5.658,51 €;'sin fechas';25/03/2006;'RESTAURANTES';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
26/03/2006;26/03/2006;'GASOLINA';-44,00 €;1.090,42 €;-3361;-44,00;5.614,51 €;'sin fechas';26/03/2006;'GASOLINA';'Gastos_Ocio y transporte';'Gasolina';'VARIABLES'
27/03/2006;27/03/2006;'METRO';-6,65 €;1.083,77 €;-3360;-6,65;5.607,86 €;'sin fechas';27/03/2006;'METRO';'Gastos_Ocio y transporte';'Transporte';'VARIABLES'
29/03/2006;29/03/2006;'METRO';-6,65 €;1.077,12 €;-3359;-6,65;5.601,21 €;'sin fechas';29/03/2006;'METRO';'Gastos_Ocio y transporte';'Transporte';'VARIABLES'
31/03/2006;31/03/2006;'RECIBO PTMOS. 3061-0960001518';-636,06 €;441,06 €;-3358;-636,06;4.965,15 €;'sin fechas';31/03/2006;'RECIBO';'Gastos_Banco y organismos';'Hipoteca';'FIJO'
31/03/2006;31/03/2006;'TASACIONES INMOBILIARIAS';666,10 €;1.107,16 €;-3357;666,10;5.631,25 €;'sin fechas';31/03/2006;'TASACIONES';'Ingresos';'Nomina';'FIJO'
01/04/2006;01/04/2006;'AKI TERRASSA';-25,00 €;1.082,16 €;-3356;-25,00;5.606,25 €;'sin fechas';01/04/2006;'AKI';'Gastos_Vivienda y vehiculo';'Mnto. hogar';'VARIABLES'
01/04/2006;01/04/2006;'BON AREA';-19,49 €;1.062,67 €;-3355;-19,49;5.586,76 €;'sin fechas';01/04/2006;'BON';'Gastos_Compras';'Supermercado';'VARIABLES'
01/04/2006;01/04/2006;'CARREFOUR-[comida]';-67,60 €;995,07 €;-3354;-67,60;5.519,16 €;'sin fechas';01/04/2006;'CARREFOURCOMIDA';'Gastos_Compras';'Supermercado';'VARIABLES'
01/04/2006;01/04/2006;'GUISHEOR SL';-15,85 €;979,22 €;-3353;-15,85;5.503,31 €;'sin fechas';01/04/2006;'GUISHEOR';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
01/04/2006;01/04/2006;'JUCLA';-70,00 €;909,22 €;-3352;-70,00;5.433,31 €;'sin fechas';01/04/2006;'JUCLA';'Gastos_Compras';'Ropa';'VARIABLES'
01/04/2006;01/04/2006;'REINT.CAJERO';-70,00 €;839,22 €;-3351;-70,00;5.363,31 €;'sin fechas';01/04/2006;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
01/04/2006;01/04/2006;'REINT.CAJERO';-20,00 €;819,22 €;-3350;-20,00;5.343,31 €;'sin fechas';01/04/2006;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
01/04/2006;01/04/2006;'RESTAURANTES';-20,70 €;798,52 €;-3349;-20,70;5.322,61 €;'sin fechas';01/04/2006;'RESTAURANTES';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
