'FECHA';'COMERCIO/CAJERO';'IMPORTE';'MONEDA';'CONCEPTO';'ESTADO';'SEQ';'Clave_Concepto';'Categoria';'Subcategoria';'Fijo_Variable'
05/10/2014;'WWW.JUST-EAT.ES';-21,15 €;'EUROS';'Compras.';'PAGADO';1;'WWWJUSTEATES';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
08/10/2014;'COPR.ALIMENTARIA';-89,59 €;'EUROS';'Compras.';'PAGADO';2;'COPRALIMENTARIA';'Gastos_Compras';'Supermercado';'VARIABLES'
28/10/2014;'CAFET.C T PRAT\PR';-3,35 €;'EUROS';'Compras.';'PAGADO';3;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
07/12/2014;'FARMA.M TERESA CO';-39,50 €;'EUROS';'Compras.';'PAGADO';4;'FARMAM';'Gastos_Salud, saber y deporte';'Farmacia';'VARIABLES'
15/12/2014;'CAFET.C T PRAT\PR';-2,70 €;'EUROS';'Compras.';'PAGADO';5;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
20/12/2014;'AZORALLOM S.L.';-3,15 €;'EUROS';'Compras.';'PAGADO';6;'AZORALLOM';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
22/12/2014;'BON AREA';-10,50 €;'EUROS';'Compras.';'PAGADO';7;'BON';'Gastos_Compras';'Supermercado';'VARIABLES'
23/12/2014;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';8;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
23/12/2014;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';9;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
23/12/2014;'CAPRABO - 427 TER';-9,06 €;'EUROS';'Compras.';'PAGADO';10;'CAPRABO';'Gastos_Compras';'Supermercado';'VARIABLES'
23/12/2014;'VIENA PARC VALLES';-11,45 €;'EUROS';'Compras.';'PAGADO';11;'VIENA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
23/12/2014;'MERCADONA PARC VA';-32,26 €;'EUROS';'Compras.';'PAGADO';12;'MERCADONA';'Gastos_Compras';'Supermercado';'VARIABLES'
24/12/2014;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';13;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
24/12/2014;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';14;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
24/12/2014;'CAFET.C T PRAT\PR';-3,65 €;'EUROS';'Compras.';'PAGADO';15;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
24/12/2014;'JUGUETILANDIA TER';-13,70 €;'EUROS';'Compras.';'PAGADO';16;'JUGUETILANDIA';'Gastos_Compras';'Niños';'VARIABLES'
24/12/2014;'CARREFOUR VALL\LE';-25,01 €;'EUROS';'Compras.';'PAGADO';17;'CARREFOUR';'Gastos_Compras';'Supermercado';'VARIABLES'
24/12/2014;'GLT STORE HOME';-31,05 €;'EUROS';'Compras.';'PAGADO';18;'GLT';'Gastos_Compras';'Otras compras';'VARIABLES'
24/12/2014;'MEDIA MARKT E2\PR';-49,99 €;'EUROS';'Compras.';'PAGADO';19;'MEDIA';'Gastos_Compras';'Hobbys';'VARIABLES'
26/12/2014;'AUTOPISTAS TERR';-2,53 €;'EUROS';'Compras.';'PAGADO';20;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
26/12/2014;'AUTOPISTAS TERR';-2,53 €;'EUROS';'Compras.';'PAGADO';21;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
27/12/2014;'FARMA.ANGEL MOREN';-3,76 €;'EUROS';'Compras.';'PAGADO';22;'FARMAANGEL';'Gastos_Salud, saber y deporte';'Farmacia';'VARIABLES'
27/12/2014;'SUPER.REYPA \TAR';-7,99 €;'EUROS';'Compras.';'PAGADO';23;'SUPERREYPA';'Gastos_Compras';'Supermercado';'VARIABLES'
27/12/2014;'BON AREA';-30,24 €;'EUROS';'Compras.';'PAGADO';24;'BON';'Gastos_Compras';'Supermercado';'VARIABLES'
28/12/2014;'CARREFOUR VALL\LE';13,85 €;'EUROS';'Devolucion de Compras.';'PAGADO';25;'CARREFOUR';'Gastos_Compras';'Supermercado';'VARIABLES'
28/12/2014;'CARREFOUR VALL\LE';-31,96 €;'EUROS';'Compras.';'PAGADO';26;'CARREFOUR';'Gastos_Compras';'Supermercado';'VARIABLES'
28/12/2014;'CARREFOUR VALL\LE';-51,99 €;'EUROS';'Compras.';'PAGADO';27;'CARREFOUR';'Gastos_Compras';'Supermercado';'VARIABLES'
28/12/2014;'REST.CASA JUAN\MO';-55,80 €;'EUROS';'Compras.';'PAGADO';28;'RESTCASA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
29/12/2014;'CAFET.C T PRAT\PR';-0,90 €;'EUROS';'Compras.';'PAGADO';29;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
29/12/2014;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';30;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
29/12/2014;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';31;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
29/12/2014;'CAFET.C T PRAT\PR';-3,00 €;'EUROS';'Compras.';'PAGADO';32;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
29/12/2014;'VIENA PARC VALLES';-11,35 €;'EUROS';'Compras.';'PAGADO';33;'VIENA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
29/12/2014;'AMC PARC VALLES';-22,80 €;'EUROS';'Compras.';'PAGADO';34;'AMC';'Gastos_Ocio y transporte';'Espectáculos';'VARIABLES'
30/12/2014;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';35;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
30/12/2014;'TABASA VALLVI S. C:2T';-4,19 €;'EUROS';'Compras.';'PAGADO';36;'TABASA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
30/12/2014;'E.S. RUBI II';-43,44 €;'EUROS';'Compras.';'PAGADO';37;'RUBI';'Gastos_Ocio y transporte';'Gasolina';'VARIABLES'
15/02/2015;'SONY ENT NETWORK';-49,99 €;'EUROS';'Compras.';'PAGADO';38;'SONY';'Gastos_Servicios tipicos';'Servicios online';'FIJO'
26/02/2015;'A* CUOTA TARJETA PRINCIPAL';-33,00 €;'EUROS';'Comision de Emision, Mantenimiento o Renovacion.';'PAGADO';39;'CUOTA';'Gastos_Banco y organismos';'Cargos banco';'FIJO'
20/03/2015;'CAFET.C T PRAT\PR';-1,20 €;'EUROS';'Compras.';'PAGADO';40;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
20/03/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';41;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
20/03/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';42;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
20/03/2015;'CAFET.C T PRAT\PR';-4,10 €;'EUROS';'Compras.';'PAGADO';43;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
20/03/2015;'BON AREA';-10,54 €;'EUROS';'Compras.';'PAGADO';44;'BON';'Gastos_Compras';'Supermercado';'VARIABLES'
24/03/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';45;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
24/03/2015;'PETROSABA S.L.\VI';-40,90 €;'EUROS';'Compras.';'PAGADO';46;'PETROSABA';'Gastos_Ocio y transporte';'Gasolina';'VARIABLES'
24/03/2015;'CERTIO ITV VIL\VI';-45,30 €;'EUROS';'Compras.';'PAGADO';47;'CERTIO';'Gastos_Vivienda y vehiculo';'Mnto. vehiculo';'VARIABLE'
25/03/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';48;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
25/03/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';49;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
25/03/2015;'TABASA VALLVI S. C:2T';-4,19 €;'EUROS';'Compras.';'PAGADO';50;'TABASA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
25/03/2015;'VIENA PARC VALLES';-10,55 €;'EUROS';'Compras.';'PAGADO';51;'VIENA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
29/03/2015;'A.C.E.S.A ALTAF.-A.MART.';-5,70 €;'EUROS';'Compras.';'PAGADO';52;'ACESA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
29/03/2015;'LES SORTS, S.A.';-32,79 €;'EUROS';'Compras.';'PAGADO';53;'LES';'Gastos_Ocio y transporte';'Vacaciones';'VARIABLES'
30/03/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';54;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
30/03/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';55;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
30/03/2015;'TABASA VALLVI S. C:2T';-4,19 €;'EUROS';'Compras.';'PAGADO';56;'TABASA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
30/03/2015;'CAFET.C T PRAT\PR';-6,60 €;'EUROS';'Compras.';'PAGADO';57;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
01/04/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';58;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
01/04/2015;'AUTOPISTA MARE NOSTRUM';-7,15 €;'EUROS';'Compras.';'PAGADO';59;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
01/04/2015;'A.C.E.S.A B.MART.-L.SAP7S';-10,60 €;'EUROS';'Compras.';'PAGADO';60;'ACESA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
05/04/2015;'AUTOPISTAS TERR';-2,53 €;'EUROS';'Compras.';'PAGADO';61;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
05/04/2015;'AUTOPISTA MARE NOSTRUM';-2,70 €;'EUROS';'Compras.';'PAGADO';62;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
05/04/2015;'AUTOPISTA MARE NOSTRUM';-4,60 €;'EUROS';'Compras.';'PAGADO';63;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
05/04/2015;'A.C.E.S.A LSCAP7S.-B.MART';-10,60 €;'EUROS';'Compras.';'PAGADO';64;'ACESA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
07/04/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';65;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
07/04/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';66;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
07/04/2015;'TABASA VALLVI S. C:2T';-4,19 €;'EUROS';'Compras.';'PAGADO';67;'TABASA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
07/04/2015;'CAPRABO - 427 TER';-38,62 €;'EUROS';'Compras.';'PAGADO';68;'CAPRABO';'Gastos_Compras';'Supermercado';'VARIABLES'
08/04/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';69;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
08/04/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';70;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
10/04/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';71;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
13/04/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';72;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
13/04/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';73;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
13/04/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';74;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
13/04/2015;'CATALANA DIAG.I CIRUR';-2,80 €;'EUROS';'Compras.';'PAGADO';75;'CATALANA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
13/04/2015;'CATALANA DIAG.I CIRUR';-4,75 €;'EUROS';'Compras.';'PAGADO';76;'CATALANA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
13/04/2015;'E.S.RUBI 9';-39,03 €;'EUROS';'Compras.';'PAGADO';77;'ESRUBI';'Gastos_Ocio y transporte';'Gasolina';'VARIABLES'
13/04/2015;'BON AREA';-39,79 €;'EUROS';'Compras.';'PAGADO';78;'BON';'Gastos_Compras';'Supermercado';'VARIABLES'
15/04/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';79;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
25/04/2015;'CATALANA DIAG.I CIRUR';-2,90 €;'EUROS';'Compras.';'PAGADO';80;'CATALANA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
18/05/2015;'ORIENT CARS - REC';-221,78 €;'EUROS';'Compras.';'PAGADO';81;'ORIENT';'Gastos_Vivienda y vehiculo';'Mnto. vehiculo';'VARIABLE'
30/05/2015;'BOLIN SHIJIA, SCP';-41,65 €;'EUROS';'Compras.';'PAGADO';82;'BOLIN';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
05/06/2015;'FOSTER''S HOLLYWOO';-68,40 €;'EUROS';'Compras.';'PAGADO';83;'FOSTERS';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
15/06/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';84;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
15/06/2015;'SATSA PL. VELLA TERRASSA';-2,40 €;'EUROS';'Compras.';'PAGADO';85;'SATSA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
15/06/2015;'TABASA VALLVI S. C:2T';-4,19 €;'EUROS';'Compras.';'PAGADO';86;'TABASA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
16/06/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';87;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
16/06/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';88;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
17/06/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';89;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
17/06/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';90;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
18/06/2015;'AUTOPISTAS TERR';-1,32 €;'EUROS';'Compras.';'PAGADO';91;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
18/06/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';92;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
18/06/2015;'TABASA VALLVI S. C:2T';-4,19 €;'EUROS';'Compras.';'PAGADO';93;'TABASA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
18/06/2015;'E.S. RUBI II';-47,51 €;'EUROS';'Compras.';'PAGADO';94;'RUBI';'Gastos_Ocio y transporte';'Gasolina';'VARIABLES'
30/06/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';95;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
30/06/2015;'TABASA VALLVI S. C:2T';-4,19 €;'EUROS';'Compras.';'PAGADO';96;'TABASA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
04/07/2015;'KIABI.ES';-244,71 €;'EUROS';'Compras.';'PAGADO';97;'KIABIES';'Gastos_Compras';'Ropa';'VARIABLES'
24/07/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';98;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
24/07/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';99;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
24/07/2015;'CAFET.C T PRAT\PR';-3,65 €;'EUROS';'Compras.';'PAGADO';100;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
24/07/2015;'TABASA VALLVI S. C:2T';-4,19 €;'EUROS';'Compras.';'PAGADO';101;'TABASA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
24/07/2015;'LIDL EL PRAT D\PR';-39,82 €;'EUROS';'Compras.';'PAGADO';102;'LIDL';'Gastos_Compras';'Supermercado';'VARIABLES'
25/07/2015;'PARKING BARCELONA';-4,50 €;'EUROS';'Compras.';'PAGADO';103;'PARKING';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
25/07/2015;'ENRICH - CTRO.CIA';-6,95 €;'EUROS';'Compras.';'PAGADO';104;'ENRICH';'Gastos_Compras';'Supermercado';'VARIABLES'
25/07/2015;'BAR ESTACIO DE FR';-11,10 €;'EUROS';'Compras.';'PAGADO';105;'BAR';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
13/08/2015;'VIENA TORTOSA';-11,05 €;'EUROS';'Compras.';'PAGADO';106;'VIENA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
13/08/2015;'DECATHLON TORTOSA';-19,88 €;'EUROS';'Compras.';'PAGADO';107;'DECATHLON';'Gastos_Compras';'Deportivo';'VARIABLES'
18/08/2015;'FARMACIA LINA MON';-44,00 €;'EUROS';'Compras.';'PAGADO';108;'FARMACIA';'Gastos_Salud, saber y deporte';'Farmacia';'VARIABLES'
19/08/2015;'FRAGADIS';-30,18 €;'EUROS';'Compras.';'PAGADO';109;'FRAGADIS';'Gastos_Compras';'Supermercado';'VARIABLES'
21/08/2015;'CINES OSCAR';-40,50 €;'EUROS';'Compras.';'PAGADO';110;'CINES';'Gastos_Ocio y transporte';'Espectáculos';'VARIABLES'
23/08/2015;'AUTOPISTAS TERR';-2,53 €;'EUROS';'Compras.';'PAGADO';111;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
23/08/2015;'AUTOPISTA MARE NOSTRUM';-7,15 €;'EUROS';'Compras.';'PAGADO';112;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
23/08/2015;'A.C.E.S.A LIM SCAP7S-B MA';-10,60 €;'EUROS';'Compras.';'PAGADO';113;'ACESA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
24/08/2015;'MERCADONA - CUATR';-123,58 €;'EUROS';'Compras.';'PAGADO';114;'MERCADONA';'Gastos_Compras';'Supermercado';'VARIABLES'
26/08/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';115;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
26/08/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';116;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
26/08/2015;'TABASA VALLVI S. C:2T';-4,19 €;'EUROS';'Compras.';'PAGADO';117;'TABASA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
26/08/2015;'E.S. RUBI II';-46,44 €;'EUROS';'Compras.';'PAGADO';118;'RUBI';'Gastos_Ocio y transporte';'Gasolina';'VARIABLES'
27/08/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';119;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
29/08/2015;'REDPIZZA';-17,65 €;'EUROS';'Compras.';'PAGADO';120;'REDPIZZA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
29/08/2015;'COSMOCAIXA';-28,00 €;'EUROS';'Compras.';'PAGADO';121;'COSMOCAIXA';'Gastos_Ocio y transporte';'Espectáculos';'VARIABLES'
01/09/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';122;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
02/09/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';123;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
02/09/2015;'TABASA VALLVI S. C:2T';-4,19 €;'EUROS';'Compras.';'PAGADO';124;'TABASA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
03/09/2015;'CAFET.C T PRAT\PR';-2,70 €;'EUROS';'Compras.';'PAGADO';125;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
19/10/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';126;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
19/10/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';127;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
19/10/2015;'PARKING VAPOR GRA';-5,25 €;'EUROS';'Compras.';'PAGADO';128;'PARKING';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
20/10/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';129;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
20/10/2015;'TABASA VALLVI S. C:2T';-4,19 €;'EUROS';'Compras.';'PAGADO';130;'TABASA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
21/10/2015;'SATSA PL. VELLA TERRASSA';-1,20 €;'EUROS';'Compras.';'PAGADO';131;'SATSA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
21/10/2015;'CAFET.C T PRAT\PR';-3,65 €;'EUROS';'Compras.';'PAGADO';132;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
22/10/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';133;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
22/10/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';134;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
22/10/2015;'CAFET.C T PRAT\PR';-3,60 €;'EUROS';'Compras.';'PAGADO';135;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
22/10/2015;'TABASA VALLVI S. C:2T';-4,19 €;'EUROS';'Compras.';'PAGADO';136;'TABASA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
22/10/2015;'IKEA SABADELL';-12,35 €;'EUROS';'Compras.';'PAGADO';137;'IKEA';'Gastos_Vivienda y vehiculo';'Mnto. hogar';'VARIABLES'
22/10/2015;'IKEA SABADELL';-80,87 €;'EUROS';'Compras.';'PAGADO';138;'IKEA';'Gastos_Vivienda y vehiculo';'Mnto. hogar';'VARIABLES'
23/10/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';139;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
23/10/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';140;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
23/10/2015;'CAFET.C T PRAT\PR';-3,65 €;'EUROS';'Compras.';'PAGADO';141;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
23/10/2015;'TABASA VALLVI S. C:2T';-4,19 €;'EUROS';'Compras.';'PAGADO';142;'TABASA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
24/10/2015;'GLT STORE HOME';-13,58 €;'EUROS';'Compras.';'PAGADO';143;'GLT';'Gastos_Compras';'Otras compras';'VARIABLES'
24/10/2015;'LIDL TERRASSA LES';-30,92 €;'EUROS';'Compras.';'PAGADO';144;'LIDL';'Gastos_Compras';'Supermercado';'VARIABLES'
25/10/2015;'AUTOPISTAS TERR';-2,53 €;'EUROS';'Compras.';'PAGADO';145;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
25/10/2015;'AUTOPISTAS TERR';-2,53 €;'EUROS';'Compras.';'PAGADO';146;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
25/10/2015;'FARMA.M TERESA CO';-6,24 €;'EUROS';'Compras.';'PAGADO';147;'FARMAM';'Gastos_Salud, saber y deporte';'Farmacia';'VARIABLES'
25/10/2015;'CINESA PARC VALLE';-6,60 €;'EUROS';'Compras.';'PAGADO';148;'CINESA';'Gastos_Ocio y transporte';'Espectáculos';'VARIABLES'
25/10/2015;'REDPIZZA';-17,65 €;'EUROS';'Compras.';'PAGADO';149;'REDPIZZA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
25/10/2015;'CINESA PARC VALLE';-23,60 €;'EUROS';'Compras.';'PAGADO';150;'CINESA';'Gastos_Ocio y transporte';'Espectáculos';'VARIABLES'
25/10/2015;'FOSTER''S HOLLYWOO';-46,90 €;'EUROS';'Compras.';'PAGADO';151;'FOSTERS';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
26/10/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';152;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
26/10/2015;'AUTOPISTAS TERR';-1,39 €;'EUROS';'Compras.';'PAGADO';153;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
26/10/2015;'TABASA VALLVI S. C:2T';-4,19 €;'EUROS';'Compras.';'PAGADO';154;'TABASA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
