'FECHA';'COMERCIO/CAJERO';'IMPORTE';'MONEDA';'CONCEPTO';'ESTADO';'SEQ';'Clave_Concepto';'Categoria';'Subcategoria';'Fijo_Variable'
24/08/2018;'AUTOPISTAS TERR';-1,41 €;'EUROS';'Compras.';'PAGADO';1586;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
26/08/2018;'FOSTER''S HOLLYWOO';-53,03 €;'EUROS';'Compras.';'PAGADO';1587;'FOSTERS';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
29/08/2018;'E.S. RUBI II';-53,23 €;'EUROS';'Compras.';'PAGADO';1588;'RUBI';'Gastos_Ocio y transporte';'Gasolina';'VARIABLES'
29-08-2018;'AUTOPISTAS TERR';-1,41;'EUROS';'Compras.';'PAGADO';1589;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
29-08-2018;'AUTOPISTAS TERR';-1,41;'EUROS';'Compras.';'PAGADO';1590;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
30/08/2018;'CATALUNYA CAIX\EL';-0,95 €;'EUROS';'Compras.';'PAGADO';1591;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
30/08/2018;'CATALUNYA CAIX\EL';-2,20 €;'EUROS';'Compras.';'PAGADO';1592;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
30/08/2018;'AUTOPISTAS TERR';-1,41 €;'EUROS';'Compras.';'PAGADO';1593;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
04/09/2018;'CATALUNYA CAIX\EL';-2,30 €;'EUROS';'Compras.';'PAGADO';1594;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
04/09/2018;'AUTOPISTAS TERR';-1,41 €;'EUROS';'Compras.';'PAGADO';1595;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
04/09/2018;'AUTOPISTAS TERR';-1,41 €;'EUROS';'Compras.';'PAGADO';1596;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
04/09/2018;'TUNELS VALLVI S. C:2T';-3,78 €;'EUROS';'Compras.';'PAGADO';1597;'TUNELS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
08/09/2018;'VIENA PARC VALLES';-20,95 €;'EUROS';'Compras.';'PAGADO';1598;'VIENA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
08/09/2018;'DECATHLON SA TERR';-68,99 €;'EUROS';'Compras.';'PAGADO';1599;'DECATHLON';'Gastos_Compras';'Deportivo';'VARIABLES'
08/09/2018;'CARREFOUR VALLE';-120,46 €;'EUROS';'Compras.';'PAGADO';1600;'CARREFOUR';'Gastos_Compras';'Supermercado';'VARIABLES'
21/09/2018;'BON AREA';-9,81 €;'EUROS';'Compras.';'PAGADO';1601;'BON';'Gastos_Compras';'Supermercado';'VARIABLES'
22/09/2018;'E.S. CAN CASANOVE';-40,00 €;'EUROS';'Compras.';'PAGADO';1602;'CAN';'Gastos_Ocio y transporte';'Gasolina';'VARIABLES'
24/09/2018;'FRANKFURT LES LLE';-12,25 €;'EUROS';'Compras.';'PAGADO';1603;'FRANKFURT';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
24/09/2018;'PARKING VAPOR GRA';4,35 €;'EUROS';'Anulacion de Compras.';'PAGADO';1604;'PARKING';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
24/09/2018;'PARKING VAPOR GRA';-4,35 €;'EUROS';'Compras.';'PAGADO';1605;'PARKING';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
24/09/2018;'PARKING VAPOR GRA';4,40 €;'EUROS';'Anulacion de Compras.';'PAGADO';1606;'PARKING';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
24/09/2018;'PARKING VAPOR GRA';-4,40 €;'EUROS';'Compras.';'PAGADO';1607;'PARKING';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
26/09/2018;'SUPER.REYPA \TAR';-8,26 €;'EUROS';'Compras.';'PAGADO';1608;'SUPERREYPA';'Gastos_Compras';'Supermercado';'VARIABLES'
03/10/2018;'CARREFOUR VALLE';-25,42 €;'EUROS';'Compras.';'PAGADO';1609;'CARREFOUR';'Gastos_Compras';'Supermercado';'VARIABLES'
03/10/2018;'AUTOPISTAS TERR';-1,41 €;'EUROS';'Compras.';'PAGADO';1610;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
04/10/2018;'BON AREA';-23,64 €;'EUROS';'Compras.';'PAGADO';1611;'BON';'Gastos_Compras';'Supermercado';'VARIABLES'
05/10/2018;'E.S. RUBI II';-50,69 €;'EUROS';'Compras.';'PAGADO';1612;'RUBI';'Gastos_Ocio y transporte';'Gasolina';'VARIABLES'
05/10/2018;'AUTOPISTAS TERR';-1,41 €;'EUROS';'Compras.';'PAGADO';1613;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
05/10/2018;'PERLES AND CO';-55,03 €;'EUROS';'Compras.';'PAGADO';1614;'PERLES';'Gastos_Compras';'Hobbys';'VARIABLES'
06/10/2018;'JORDI OLIVERAS, S';-26,66 €;'EUROS';'Compras.';'PAGADO';1615;'JORDI';'Gastos_Compras';'Otras compras';'VARIABLES'
08/10/2018;'PAYPAL *MARAVALLA';-39,00 €;'EUROS';'Compras.';'PAGADO';1616;'PAYPAL';'Gastos_Compras';'Hobbys';'VARIABLES'
11/10/2018;'FRANKFURT LES LLE';-2,90 €;'EUROS';'Compras.';'PAGADO';1617;'FRANKFURT';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
11/10/2018;'PARKING VAPOR GRA';-2,60 €;'EUROS';'Compras.';'PAGADO';1618;'PARKING';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
13/10/2018;'IKEA SABADELL';-195,47 €;'EUROS';'Compras.';'PAGADO';1619;'IKEA';'Gastos_Vivienda y vehiculo';'Mnto. hogar';'VARIABLES'
17/10/2018;'AUTOPISTAS TERR';-1,41 €;'EUROS';'COMPRA ESTABLEC';'PAGADO';1620;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
18/10/2018;'E.S. RUBI II';-50,43 €;'EUROS';'COMPRA ESTABLEC';'PAGADO';1621;'RUBI';'Gastos_Ocio y transporte';'Gasolina';'VARIABLES'
18/10/2018;'AUTOPISTAS TERR';-1,41 €;'EUROS';'COMPRA ESTABLEC';'PAGADO';1622;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
18/10/2018;'AUTOPISTAS TERR';-1,41 €;'EUROS';'COMPRA ESTABLEC';'PAGADO';1623;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
19/10/2018;'AUTOPISTAS TERR';-1,41 €;'EUROS';'COMPRA ESTABLEC';'PAGADO';1624;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
20/10/2018;'CINESA PARC VALLE';-7,90 €;'EUROS';'COMPRA ESTABLEC';'PAGADO';1625;'CINESA';'Gastos_Ocio y transporte';'Espectáculos';'VARIABLES'
30/10/2018;'CATALUNYA CAIX/EL';-2,25 €;'EUROS';'COMPRA ESTABLEC';'PAGADO';1626;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
02/11/2018;'CATALUNYA CAIX/EL';-3,15 €;'EUROS';'COMPRA ESTABLEC';'PAGADO';1627;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
02/11/2018;'AUTOPISTAS TERR';-1,41 €;'EUROS';'COMPRA ESTABLEC';'PAGADO';1628;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
15/11/2018;'E.S. GALP TARRASA';-44,04 €;'EUROS';'COMPRA ESTABLEC';'PAGADO';1629;'GALP';'Gastos_Ocio y transporte';'Gasolina';'VARIABLES'
15/11/2018;'VIENA PARC VALLES';-6,35 €;'EUROS';'COMPRA ESTABLEC';'PAGADO';1630;'VIENA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
16/11/2018;'TUNELS VALLVI S. C:2T';-3,78 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1631;'TUNELS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
16/11/2018;'CATALUNYA CAIX/EL';-3,80 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1632;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
16/11/2018;'AUTOPISTAS TERR';-1,41 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1633;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
16/11/2018;'AUTOPISTAS TERR';-1,41 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1634;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
18/11/2018;'CINESA WEB';-32,40 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1635;'CINESA';'Gastos_Ocio y transporte';'Espectáculos';'VARIABLES'
18/11/2018;'CINESA PARC VALLE';-10,80 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1636;'CINESA';'Gastos_Ocio y transporte';'Espectáculos';'VARIABLES'
18/11/2018;'RIBS PARC VALLES';-64,10 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1637;'RIBS';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
19/11/2018;'TUNELS VALLVI S. C:2T';-3,78 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1638;'TUNELS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
19/11/2018;'AUTOPISTAS TERR';-1,41 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1639;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
20/11/2018;'TUNELS VALLVI N. C:2T';-3,78 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1640;'TUNELS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
20/11/2018;'AUTOPISTAS TERR';-1,41 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1641;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
21/11/2018;'BUENAS MIGAS TRIA';-15,90 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1642;'BUENAS';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
22/11/2018;'L ALFABREGA /';-24,20 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1643;'ALFABREGA';'Gastos_Compras';'Supermercado';'VARIABLES'
22/11/2018;'AUTOPISTAS TERR';-1,41 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1644;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
22/11/2018;'AUTOPISTAS TERR';-1,41 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1645;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
23/11/2018;'GIFI TERRASSA';-79,75 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1646;'GIFI';'Gastos_Compras';'Hogar';'VARIABLES'
26/11/2018;'TUNELS VALLVI S. C:2T';-4,25 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1647;'TUNELS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
26/11/2018;'AUTOPISTAS TERR';-1,41 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1648;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
27/11/2018;'CATALUNYA CAIX/EL';-1,95 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1649;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
27/11/2018;'AUTOPISTAS TERR';-1,41 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1650;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
05/12/2018;'CAL TONI';-30,90 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1651;'CAL';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
06/12/2018;'CINESA WEB';-27,40 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1652;'CINESA';'Gastos_Ocio y transporte';'Espectáculos';'VARIABLES'
12/12/2018;'TUNELS    VALLVI S. C:2T';-3,78 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1653;'TUNELS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
12/12/2018;'CATALUNYA CAIX/EL';-3,20 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1654;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
12/12/2018;'AUTOPISTAS TERR';-1,41 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1655;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
13/12/2018;'CATALUNYA CAIX/EL';-3,15 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1656;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
13/12/2018;'AUTOPISTAS TERR';-1,41 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1657;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
17/12/2018;'AUTOPISTAS TERR';-1,41 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1658;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
23/12/2018;'FOSTER''S HOLLYWOO';-40,95 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1659;'FOSTERS';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
24/12/2018;'CINESA WEB';-27,40 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1660;'CINESA';'Gastos_Ocio y transporte';'Espectáculos';'VARIABLES'
24/12/2018;'CINESA PARC VALLE';-13,90 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1661;'CINESA';'Gastos_Ocio y transporte';'Espectáculos';'VARIABLES'
24/12/2018;'CARREFOUR VALLE';-38,88 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1662;'CARREFOUR';'Gastos_Compras';'Supermercado';'VARIABLES'
30/12/2018;'GIFI TERRASSA';-7,85 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1663;'GIFI';'Gastos_Compras';'Hogar';'VARIABLES'
31/12/2018;'AUTOPISTAS TERR';-1,41 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1664;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
04/01/2019;'AUTOPISTAS TERR';-1,44 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1665;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
08/01/2019;'AUTOPISTAS TERR';-1,44 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1666;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
11/01/2019;'CATALUNYA CAIX/EL';-8,60 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1667;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
14/01/2019;'AUTOPISTAS TERR';-1,44 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1668;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
14/01/2019;'E.S.RUBI 9';-43,90 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1669;'ESRUBI';'Gastos_Ocio y transporte';'Gasolina';'VARIABLES'
14/01/2019;'BON AREA';-21,15 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1670;'BON';'Gastos_Compras';'Supermercado';'VARIABLES'
15/01/2019;'AUTOPISTAS TERR';-1,44 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1671;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
25/01/2019;'CATALUNYA CAIX/EL';-6,00 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1672;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
25/01/2019;'AUTOPISTAS TERRASSA MANRE';-1,44 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1673;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
28/01/2019;'CATALUNYA CAIX/EL';-2,00 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1674;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
28/01/2019;'AUTOPISTAS TERRASSA MANRE';-1,44 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1675;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
31/01/2019;'AUTOPISTAS TERRASSA MANRE';-1,44 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1676;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
31/01/2019;'BON AREA';-31,12 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1677;'BON';'Gastos_Compras';'Supermercado';'VARIABLES'
01/02/2019;'CATALUNYA CAIX/EL';-7,25 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1678;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
01/02/2019;'RODELAS CAN PALET';-25,00 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1679;'RODELAS';'Gastos_Salud, saber y deporte';'Belleza';'VARIABLES'
01/02/2019;'AUTOPISTAS TERRASSA MANRE';-1,44 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1680;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
01/02/2019;'AUTOPISTAS TERRASSA MANRE';-1,44 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1681;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
02/02/2019;'PARC VALLES';-107,29 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1682;'PARC';'Gastos_Compras';'Supermercado';'VARIABLES'
03/02/2019;'FARMACIA SEGLE XX';-2,29 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1683;'FARMACIA';'Gastos_Salud, saber y deporte';'Farmacia';'VARIABLES'
03/02/2019;'AUTOPISTAS TERRASSA MANRE';-2,62 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1684;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
07/02/2019;'REDONDEO S0LIDARI';-0,45 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1685;'REDONDEO';'Gastos_Salud, saber y deporte';'Solidaridad';'VARIABLES'
07/02/2019;'VIENA PARC VALLES';-8,55 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1686;'VIENA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
08/02/2019;'LA TERRASSETA';-20,40 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1687;'TERRASSETA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
08/02/2019;'TOCINERIES VENTUR';-22,60 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1688;'TOCINERIES';'Gastos_Compras';'Supermercado';'VARIABLES'
09/02/2019;'SUPER.REYPA /TAR';-11,58 €;'Euro';'COMPRA ESTABLEC';'PAGADO';1689;'SUPERREYPA';'Gastos_Compras';'Supermercado';'VARIABLES'
11/02/2019;'CATALUNYA CAIX/EL';-2,50 €;'Euro';'Compras.';'PAGADO';1690;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
11/02/2019;'E.S. GALP TARRASA';-41,36 €;'Euro';'Compras.';'PAGADO';1691;'GALP';'Gastos_Ocio y transporte';'Gasolina';'VARIABLES'
11/02/2019;'BON AREA';-26,75 €;'Euro';'Compras.';'PAGADO';1692;'BON';'Gastos_Compras';'Supermercado';'VARIABLES'
11/02/2019;'AUTOPISTAS TERRASSA MANRE';-1,44 €;'Euro';'Compras.';'PAGADO';1693;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
11/02/2019;'AUTOPISTAS TERRASSA MANRE';-1,44 €;'Euro';'Compras.';'PAGADO';1694;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
13/02/2019;'DECATHLON SA TERR';-14,97 €;'Euro';'Compras.';'PAGADO';1695;'DECATHLON';'Gastos_Compras';'Deportivo';'VARIABLES'
14/02/2019;'CATALUNYA CAIX/EL';-3,40 €;'Euro';'Compras.';'PAGADO';1696;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
14/02/2019;'VIENA PARC VALLES';-13,90 €;'Euro';'Compras.';'PAGADO';1697;'VIENA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
14/02/2019;'REDONDEO S0LIDARI';-0,10 €;'Euro';'Compras.';'PAGADO';1698;'REDONDEO';'Gastos_Salud, saber y deporte';'Solidaridad';'VARIABLES'
14/02/2019;'AUTOPISTAS TERRASSA MANRE';-1,44 €;'Euro';'Compras.';'PAGADO';1699;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
14/02/2019;'AUTOPISTAS TERRASSA MANRE';-1,44 €;'Euro';'Compras.';'PAGADO';1700;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
15/02/2019;'CATALUNYA CAIX/EL';-3,30 €;'Euro';'Compras.';'PAGADO';1701;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
16/02/2019;'REST.KAORI /BAR';-55,50 €;'Euro';'Compras.';'PAGADO';1702;'RESTKAORI';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
20/02/2019;'AUTOPISTAS TERRASSA MANRE';-1,44 €;'Euro';'Compras.';'PAGADO';1703;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
23/02/2019;'AUTOPISTAS TERRASSA MANRE';-2,62 €;'Euro';'Compras.';'PAGADO';1704;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
23/02/2019;'AUTOPISTAS TERRASSA MANRE';-2,62 €;'Euro';'Compras.';'PAGADO';1705;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
23/02/2019;'TUNELS VALLVI N. C:2T';-3,86 €;'Euro';'Compras.';'PAGADO';1706;'TUNELS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
25/02/2019;'CATALUNYA CAIX/EL';-3,50 €;'Euro';'Compras.';'PAGADO';1707;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
26/02/2019;'A* CUOTA TARJETA PRINCIPAL';-33,00 €;'Euro';'Comision de Emision, Mantenimiento o Renovacion.';'PAGADO';1708;'CUOTA';'Gastos_Banco y organismos';'Cargos banco';'FIJO'
26/02/2019;'CATALUNYA CAIX/EL';-2,00 €;'Euro';'Compras.';'PAGADO';1709;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
27/02/2019;'TERRACASA';-5,00 €;'Euro';'Compras.';'PAGADO';1710;'TERRACASA';'Gastos_Compras';'Otras compras';'VARIABLES'
01/03/2019;'LA TERRASSETA';-6,10 €;'Euro';'Compras.';'PAGADO';1711;'TERRASSETA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
02/03/2019;'REST.KAORI /BAR';-55,10 €;'Euro';'Compras.';'PAGADO';1712;'RESTKAORI';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
02/03/2019;'C&A MODAS BARI/BA';-19,65 €;'Euro';'Compras.';'PAGADO';1713;'MODAS';'Gastos_Compras';'Ropa';'VARIABLES'
02/03/2019;'KIABI BARICENT/BA';-102,50 €;'Euro';'Compras.';'PAGADO';1714;'KIABI';'Gastos_Compras';'Ropa';'VARIABLES'
02/03/2019;'MERKAL BARICEN/BA';-18,05 €;'Euro';'Compras.';'PAGADO';1715;'MERKAL';'Gastos_Compras';'Ropa';'VARIABLES'
03/03/2019;'BON AREA';-23,28 €;'Euro';'Compras.';'PAGADO';1716;'BON';'Gastos_Compras';'Supermercado';'VARIABLES'
04/03/2019;'IKEA REST. SABADE';-8,50 €;'Euro';'Compras.';'PAGADO';1717;'IKEA';'Gastos_Vivienda y vehiculo';'Mnto. hogar';'VARIABLES'
04/03/2019;'IKEA SABADELL';-50,99 €;'Euro';'Compras.';'PAGADO';1718;'IKEA';'Gastos_Vivienda y vehiculo';'Mnto. hogar';'VARIABLES'
04/03/2019;'RIBS PARC VALLES';-47,00 €;'Euro';'Compras.';'PAGADO';1719;'RIBS';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
05/03/2019;'VIENA TERRASSA CE';-4,65 €;'Euro';'Compras.';'PAGADO';1720;'VIENA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
05/03/2019;'REDONDEO S0LIDARI';-0,35 €;'Euro';'Compras.';'PAGADO';1721;'REDONDEO';'Gastos_Salud, saber y deporte';'Solidaridad';'VARIABLES'
05/03/2019;'AP. PLAÇA VELLA';-5,25 €;'Euro';'Compras.';'PAGADO';1722;'PLAA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
06/03/2019;'CATALUNYA CAIX/EL';-2,00 €;'Euro';'Compras.';'PAGADO';1723;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
06/03/2019;'BON AREA';-16,96 €;'Euro';'Compras.';'PAGADO';1724;'BON';'Gastos_Compras';'Supermercado';'VARIABLES'
06/03/2019;'AUTOPISTAS TERRASSA MANRE';-1,44 €;'Euro';'Compras.';'PAGADO';1725;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
06/03/2019;'AUTOPISTAS TERRASSA MANRE';-1,44 €;'Euro';'Compras.';'PAGADO';1726;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
07/03/2019;'SUPER.REYPA /TAR';-8,58 €;'Euro';'Compras.';'PAGADO';1727;'SUPERREYPA';'Gastos_Compras';'Supermercado';'VARIABLES'
07/03/2019;'AUTOPISTAS TERRASSA MANRE';-1,44 €;'Euro';'Compras.';'PAGADO';1728;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
08/03/2019;'AUTOPISTAS TERRASSA MANRE';-1,44 €;'Euro';'Compras.';'PAGADO';1729;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
08/03/2019;'TUNELS VALLVI S. C:2T';-3,86 €;'Euro';'Compras.';'PAGADO';1730;'TUNELS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
29/03/2019;'TOCINERIES VENTUR';-15,00 €;'Euro';'Compras.';'PAGADO';1731;'TOCINERIES';'Gastos_Compras';'Supermercado';'VARIABLES'
29/03/2019;'AUTOPISTAS TERRASSA MANRE';-1,44 €;'Euro';'Compras.';'PAGADO';1732;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
01-04-2019;'FRANKFURT LES LLE';-2,9;'Euros';'B_Compras.';'PAGADO';15;'FRANKFURT';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
